"drug_concept_name","drug_concept_id","UCLH","UHB"
"Nicotine 2.5mg orodispersible films sugar free",21179456,"<=10","<=10"
"Nicotine 21mg/24hours patches",21293008,"4788","<=10"
"Nicotine 25mg/16hours transdermal patches",21291656,"<=10","<=10"
"Nicotine 2mg lozenges sugar free",21292861,"43","<=10"
"Nicotine 2mg medicated chewing gum sugar free",21311488,"29","<=10"
"Nicotine 4mg medicated chewing gum sugar free",21274175,"<=10","<=10"
"Nicotine bitartrate 1mg lozenges sugar free",21311508,"19","<=10"
"Nicotine bitartrate 2mg lozenges sugar free",21236578,"<=10","<=10"
"Nifedipine",21197154,"<=10","297"
"Nifedipine",21272214,"<=10","1623"
"Nifedipine 10mg capsules",21255723,"212","<=10"
"Nifedipine 10mg modified-release capsules",21311690,"113","<=10"
"Nifedipine 10mg modified-release tablets",21199954,"1321","<=10"
"Nifedipine 10mg/5ml oral suspension",21236361,"16","<=10"
"Nifedipine 20mg modified-release capsules",21293004,"145","<=10"
"Nifedipine 30mg modified-release capsules",21218590,"19","<=10"
"Nifedipine 30mg modified-release tablets",21274194,"97","<=10"
"Nifedipine 5mg capsules",21237142,"152","<=10"
"Nifedipine 60mg modified-release tablets",21218655,"26","<=10"
"Nilotinib",21309705,"<=10","<=10"
"Nilotinib 150mg capsules",21235645,"<=10","<=10"
"Nilotinib 200mg capsules",21310370,"<=10","<=10"
"Nimodipine",21253591,"<=10","15371"
"Nimodipine 10mg/50ml solution for infusion vials",36817025,"149","<=10"
"Nimodipine 30mg tablets",21236851,"12309","<=10"
"Nintedanib",21309760,"<=10","37"
"Nintedanib 100mg capsules",21254002,"34","<=10"
"Nintedanib 150mg capsules",21272630,"33","<=10"
"Niraparib 100mg capsules",40693796,"20","<=10"
"Nitazoxanide 500mg tablets",21235561,"<=10","<=10"
"Nitrazepam",21197798,"<=10","186"
"Nitrazepam 5mg tablets",21311726,"105","<=10"
"Nitrofurantoin",21253592,"<=10","5774"
"Nitrofurantoin-containing product",4310934,"<=10","<=10"
"Nitrofurantoin 100mg capsules",21199897,"141","<=10"
"Nitrofurantoin 100mg modified-release capsules",21311608,"3825","<=10"
"Nitrofurantoin 100mg tablets",21237073,"<=10","<=10"
"Nitrofurantoin 25mg/5ml oral suspension sugar free",36817041,"35","<=10"
"Nitrofurantoin 50mg capsules",21311607,"66","<=10"
"Nitrofurantoin 50mg tablets",21199898,"936","<=10"
"Nitrous oxide",21235794,"<=10","<=10"
"Nitrous oxide 50% / Oxygen 50%",21179777,"<=10","88"
"Nivolumab",21291073,"<=10","12"
"Nivolumab 100mg/10ml solution for infusion vials",21216880,"39","<=10"
"Nivolumab 240mg/24ml solution for infusion vials",40693762,"61","<=10"
"Nivolumab 40mg/4ml solution for infusion vials",21309930,"12","<=10"
"Nizatidine",21197799,"<=10","394"
"Nizatidine 150mg capsules",21255607,"12","<=10"
"No matching concept",0,"139493","<=10"
"Noradrenaline",21272271,"<=10","208345"
"Noradrenaline (base) 4mg/4ml solution for infusion ampoules",21272925,"55677","<=10"
"Noradrenaline (base) 8mg/50ml solution for infusion vials",21254035,"312","<=10"
"Norethisterone",21179120,"<=10","1960"
"Norethisterone 350microgram tablets",21181115,"14","<=10"
"Norethisterone 5mg tablets",21237139,"7650","<=10"
"Norgeston 30microgram tablets",21256276,"<=10","21"
"Noriday 350microgram tablets",21312132,"<=10","<=10"
"Normal immunoglobulin human",21197921,"<=10","12649"
"Normal immunoglobulin human 10g/100ml solution for infusion bottles",21198605,"8037","<=10"
"Normal immunoglobulin human 10g/200ml solution for infusion bottles",21272850,"<=10","<=10"
"Normal immunoglobulin human 20g/200ml solution for infusion vials",21217298,"34","<=10"
"Normal immunoglobulin human 30g/300ml solution for infusion vials",21235383,"<=10","<=10"
"Normal immunoglobulin human 5g/100ml solution for infusion bottles",21198448,"<=10","<=10"
"Nortriptyline",21309577,"<=10","555"
"Nortriptyline 10mg tablets",21181037,"674","<=10"
"Nortriptyline 25mg tablets",21292922,"115","<=10"
"Nortriptyline 50mg tablets",40692800,"<=10","<=10"
"Nova-T 380 intrauterine contraceptive device",21399040,"<=10","<=10"
"NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens",21297234,"73","<=10"
"Nutricia preOp liquid",21389669,"16","<=10"
"Nutrison Concentrated liquid",21369513,"67","<=10"
"Nutrison Energy liquid",21399005,"59","<=10"
"Nutrison liquid",21337957,"<=10","<=10"
"Nutrison Protein Plus liquid",21378900,"<=10","<=10"
"Nutrison Soya Multi Fibre liquid",21389908,"237","<=10"
"NutropinAq 10mg/2ml solution for injection cartridges",21182810,"<=10","15"
"Nystatin",21178991,"<=10","48382"
"Nystatin 100,000 units/ml oral suspension",21218506,"27456","<=10"
"Obinutuzumab 1g/40ml solution for infusion vials",21291275,"61","<=10"
"Obizur 500unit powder and solvent for solution for injection vials",40692558,"<=10","<=10"
"Ocrelizumab 300mg/10ml solution for infusion vials",40692547,"142","<=10"
"Octaplex 1,000unit powder and solvent for solution for infusion vials",40692518,"<=10","<=10"
"Octaplex 500unit powder and solvent for solution for infusion vials",21258980,"24","<=10"
"Octasa 400mg MR gastro-resistant tablets",21260083,"72","<=10"
"Octasa 800mg MR gastro-resistant tablets",21203943,"235","<=10"
"Octocog alfa",21272333,"<=10","22"
"Octocog alfa 1,000unit powder and solvent for solution for injection vials",21199518,"<=10","<=10"
"Octreotide",21235026,"<=10","6933"
"Octreotide 100micrograms/1ml solution for injection pre-filled syringes",21254205,"<=10","<=10"
"Octreotide 100micrograms/1ml solution for injection vials",21179949,"470","<=10"
"Octreotide 500micrograms/1ml solution for injection vials",21291844,"28","<=10"
"Octreotide 50micrograms/1ml solution for injection pre-filled syringes",21198434,"107","<=10"
"Octreotide 50micrograms/1ml solution for injection vials",21254572,"295","<=10"
"Oestrogel Pump-Pack 0.06% gel",21277774,"<=10","<=10"
"Ofatumumab 1g/50ml solution for infusion vials",21235627,"<=10","<=10"
"Ofloxacin",21253593,"<=10","<=10"
"Ofloxacin 0.3% eye drops",21218403,"631","123"
"Ofloxacin 400mg tablets",21218697,"<=10","<=10"
"Oftaquix 5mg/ml eye drops",21183304,"<=10","22"
"Oilatum Emollient",21237739,"<=10","136"
"Oilatum Plus bath additive",21274953,"<=10","26"
"Oily phenol 5% solution for injection 25ml vials",36817091,"<=10","<=10"
"Olanzapine",21309578,"<=10","5077"
"Olanzapine 10mg orodispersible tablets",21272843,"244","<=10"
"Olanzapine 10mg orodispersible tablets sugar free",21310141,"<=10","<=10"
"Olanzapine 10mg tablets",21218645,"760","<=10"
"Olanzapine 15mg orodispersible tablets sugar free",21310142,"<=10","<=10"
"Olanzapine 15mg tablets",21218531,"<=10","<=10"
"Olanzapine 2.5mg tablets",21255705,"1407","<=10"
"Olanzapine 20mg tablets",21273436,"31","<=10"
"Olanzapine 5mg oral lyophilisates sugar free",21181097,"108","<=10"
"Olanzapine 5mg orodispersible tablets",21198443,"712","<=10"
"Olanzapine 5mg orodispersible tablets sugar free",21272845,"49","<=10"
"Olanzapine 5mg tablets",21237127,"1861","<=10"
"Olanzapine 7.5mg tablets",21292987,"<=10","<=10"
"Olaparib 100mg tablets",40692477,"12","<=10"
"Olaparib 50mg capsules",21272612,"<=10","<=10"
"Olive oil ear drops",21198527,"1254","1895"
"Olmesartan medoxomil",21234539,"<=10","121"
"Olmesartan medoxomil 10mg tablets",21180666,"<=10","<=10"
"Olmesartan medoxomil 20mg tablets",21311219,"48","<=10"
"Olmesartan medoxomil 40mg / Amlodipine 10mg tablets",21272963,"<=10","<=10"
"Olmesartan medoxomil 40mg / Hydrochlorothiazide 12.5mg tablets",21235682,"<=10","<=10"
"Olopatadine 1mg/ml eye drops",21236726,"50","49"
"Omalizumab",21290883,"<=10","<=10"
"Omega 3-acid ethyl esters 90",21253263,"<=10","243"
"Omeprazole",21197801,"<=10","73797"
"Omeprazole 10mg dispersible gastro-resistant tablets",21311731,"1215","<=10"
"Omeprazole 10mg gastro-resistant capsules",21274368,"437","<=10"
"Omeprazole 10mg gastro-resistant tablets",21236954,"<=10","<=10"
"Omeprazole 10mg/5ml oral suspension",21273595,"242","<=10"
"Omeprazole 20mg dispersible gastro-resistant tablets",21255765,"4620","<=10"
"Omeprazole 20mg gastro-resistant capsules",21237166,"37566","<=10"
"Omeprazole 20mg gastro-resistant tablets",21199778,"43","<=10"
"Omeprazole 40mg gastro-resistant capsules",21255759,"40","<=10"
"Omeprazole 40mg gastro-resistant tablets",21236956,"121","<=10"
"Omeprazole 40mg powder and solvent for solution for injection vials",36817120,"63","<=10"
"Ondansetron",21290857,"<=10","50218"
"Ondansetron 4mg orodispersible films sugar free",21217012,"129","<=10"
"Ondansetron 4mg tablets",21199691,"17928","<=10"
"Ondansetron 4mg/2ml solution for injection ampoules",36817124,"43803","<=10"
"Ondansetron 4mg/5ml oral solution sugar free",36817126,"1016","<=10"
"Ondansetron 8mg orodispersible films sugar free",21291331,"278","<=10"
"Ondansetron 8mg tablets",21311379,"28970","<=10"
"Ondansetron 8mg/4ml solution for injection ampoules",36817130,"1449","<=10"
"Opicapone 50mg capsules",40692265,"89","<=10"
"Optive Fusion 0.1% eye drops",21411892,"<=10","57"
"Orlistat",21216501,"<=10","251"
"Orlistat 120mg capsules",21237128,"72","<=10"
"Orphenadrine",21290858,"<=10","16"
"Oseltamivir",21272227,"<=10","665"
"Oseltamivir 30mg capsules",21217433,"153","<=10"
"Oseltamivir 6mg/ml oral suspension sugar free",21217070,"37","<=10"
"Oseltamivir 75mg capsules",21236779,"684","<=10"
"Osimertinib 80mg tablets",40692715,"94","<=10"
"Osmolite 1.5kcal tube feed liquid",21358422,"3293","<=10"
"Osmolite HP liquid",21482439,"2410","<=10"
"Osmolite liquid",21388785,"1092","<=10"
"Ostomy skin protectives",21327659,"<=10","3528"
"Oxaliplatin",21272216,"<=10","<=10"
"Oxaliplatin 100mg/20ml solution for infusion vials",21217775,"130","<=10"
"Oxaliplatin 200mg/40ml solution for infusion vials",21292100,"264","<=10"
"Oxaliplatin 50mg/10ml solution for infusion vials",21292145,"157","<=10"
"Oxandrolone",21290998,"<=10","892"
"Oxazepam",21197802,"<=10","2761"
"Oxazepam 10mg tablets",21181098,"108","<=10"
"Oxazepam 15mg tablets",21311664,"<=10","<=10"
"Oxcarbazepine",21197803,"<=10","184"
"Oxcarbazepine 150mg tablets",21311383,"291","<=10"
"Oxcarbazepine 300mg tablets",21274092,"814","<=10"
"Oxcarbazepine 600mg tablets",21311397,"74","<=10"
"Oxerutins-containing product",4232727,"<=10","23"
"Oxybuprocaine",21235041,"<=10","<=10"
"Oxybuprocaine 0.4% eye drops 0.5ml unit dose preservative free",36817157,"<=10","<=10"
"Oxybutynin",21235027,"<=10","2740"
"Oxybutynin 10mg modified-release tablets",21311495,"<=10","<=10"
"Oxybutynin 2.5mg tablets",21218624,"836","<=10"
"Oxybutynin 2.5mg/5ml oral solution sugar free",21253974,"<=10","<=10"
"Oxybutynin 3.9mg/24hours transdermal patches",21254926,"38","<=10"
"Oxybutynin 3mg tablets",21181092,"<=10","<=10"
"Oxybutynin 5mg modified-release tablets",21199801,"243","<=10"
"Oxybutynin 5mg tablets",21255689,"939","<=10"
"Oxycodone",21179033,"<=10","18"
"Oxycodone 10mg / Naloxone 5mg modified-release tablets",21217301,"77","<=10"
"Oxycodone 10mg capsules",21274193,"2102","<=10"
"Oxycodone 10mg/1ml solution for injection ampoules",36817159,"12255","<=10"
"Oxycodone 10mg/ml oral solution sugar free",36817161,"1046","<=10"
"Oxycodone 120mg modified-release tablets",21291512,"<=10","<=10"
"Oxycodone 15mg modified-release tablets",36817164,"21","<=10"
"Oxycodone 20mg / Naloxone 10mg modified-release tablets",21291653,"28","<=10"
"Oxycodone 20mg capsules",21255558,"541","<=10"
"Oxycodone 20mg/2ml solution for injection ampoules",36817165,"1287","<=10"
"Oxycodone 30mg modified-release tablets",36817167,"<=10","<=10"
"Oxycodone 50mg/1ml solution for injection ampoules",21179732,"65","<=10"
"Oxycodone 5mg capsules",21218502,"5163","<=10"
"Oxycodone 5mg modified-release tablets",36817172,"5612","<=10"
"Oxycodone 5mg/5ml oral solution sugar free",36817170,"15975","<=10"
"Oxycodone 60mg modified-release tablets",36817173,"22","<=10"
"Oxycodone hydrochloride",21234443,"<=10","23764"
"Oxygen",21291667,"<=10","514385"
"Oxymetazoline 0.05% nasal spray",21311161,"<=10","<=10"
"Oxymetazoline hydrochloride",21253127,"<=10","<=10"
"Oxytetracycline",21235028,"<=10","222"
"Oxytetracycline 250mg tablets",21274119,"55","<=10"
"Oxytocin",21178993,"<=10","<=10"
"Oxytocin-containing product",4047499,"<=10","21"
"Paclitaxel",21290860,"<=10","25"
"Paclitaxel 100mg/16.7ml solution for infusion vials",36817201,"42","<=10"
"Paclitaxel 150mg/25ml solution for infusion vials",36817204,"87","<=10"
"Paclitaxel 300mg/50ml solution for infusion vials",36817207,"673","<=10"
"Paclitaxel 30mg/5ml solution for infusion vials",21218223,"1084","<=10"
"Paclitaxel albumin 100mg powder for suspension for infusion vials",21310122,"116","<=10"
"PaediaSure Plus fibre liquid",21431966,"<=10","<=10"
"PaediaSure Plus Juce liquid",21462490,"<=10","<=10"
"PaediaSure Plus liquid",21472735,"<=10","<=10"
"Palbociclib 125mg capsules",40691957,"<=10","<=10"
"Palbociclib 75mg capsules",40691955,"<=10","<=10"
"Paliperidone",21235149,"<=10","<=10"
"Paliperidone",21309196,"<=10","<=10"
"Paliperidone-containing product",4139673,"<=10","<=10"
"Paliperidone 75mg/0.75ml prolonged-release suspension for injection pre-filled syringes",21254234,"<=10","<=10"
"Pamidronate disodium",21235163,"<=10","78"
"Pamidronate disodium 15mg/5ml solution for infusion vials",36817215,"36","<=10"
"Pamidronate disodium 30mg/10ml solution for infusion vials",21255255,"16","<=10"
"Pamidronate disodium 30mg/2ml solution for infusion ampoules",21217810,"<=10","<=10"
"Pamidronate disodium 90mg/10ml solution for infusion vials",21255314,"<=10","<=10"
"Pamidronate disodium 90mg/30ml solution for infusion vials",36817219,"59","<=10"
"Pamidronate disodium 90mg/6ml solution for infusion ampoules",21273499,"33","<=10"
"Pancreatin",21178880,"<=10","3461"
"Pancuronium",21197849,"<=10","81"
"Pancuronium bromide 4mg/2ml solution for injection ampoules",36817221,"<=10","<=10"
"Panitumumab",21253736,"<=10","<=10"
"Panitumumab 100mg/5ml solution for infusion vials",36817222,"25","<=10"
"Panitumumab 400mg/20ml solution for infusion vials",21217313,"40","<=10"
"Pantoprazole",21309579,"<=10","81"
"Pantoprazole 20mg gastro-resistant tablets",21311691,"402","<=10"
"Pantoprazole 40mg gastro-resistant tablets",21311692,"399","<=10"
"Pantoprazole 40mg powder for solution for injection vials",21237002,"19859","<=10"
"Papaverine 40mg/1ml solution for injection ampoules",21235576,"13","<=10"
"Paracetamol",21290748,"<=10","659558"
"Paracetamol 120mg/5ml oral suspension paediatric",21292982,"<=10","<=10"
"Paracetamol 120mg/5ml oral suspension paediatric sugar free",21311683,"19","<=10"
"Paracetamol 1g tablets",21217233,"<=10","<=10"
"Paracetamol 1g/100ml solution for infusion vials",21218082,"19356","<=10"
"Paracetamol 250mg/5ml oral suspension",21311667,"1475","<=10"
"Paracetamol 250mg/5ml oral suspension sugar free",21237133,"1849","<=10"
"Paracetamol 500mg capsules",21180978,"20","<=10"
"Paracetamol 500mg effervescent tablets",40691886,"<=10","<=10"
"Paracetamol 500mg soluble tablets",21237132,"7127","<=10"
"Paracetamol 500mg suppositories",21199832,"1176","<=10"
"Paracetamol 500mg tablets",21311718,"307270","<=10"
"Paracetamol 500mg/50ml solution for infusion vials",36817233,"5658","<=10"
"Parecoxib",21235029,"<=10","1040"
"Paroxetine",21290861,"<=10","1794"
"Paroxetine 10mg tablets",21180167,"18","<=10"
"Paroxetine 10mg/5ml oral suspension sugar free",36817244,"63","<=10"
"Paroxetine 20mg tablets",21237118,"763","<=10"
"Paroxetine 30mg tablets",21199943,"255","<=10"
"Patent blue V 2.5% solution for injection 2ml ampoules",21216873,"37","<=10"
"Pazopanib",21272402,"<=10","20"
"Pazopanib 200mg tablets",21179670,"18","<=10"
"Pazopanib 400mg tablets",21179669,"14","<=10"
"Peak flow meter standard range",21460153,"74","<=10"
"Pegaspargase 3,750units/5ml solution for injection vials",36817250,"109","<=10"
"Pegfilgrastim",21179108,"<=10","77"
"Pegfilgrastim 6mg/0.6ml solution for injection pre-filled disposable devices",21180231,"46","<=10"
"Peginterferon alfa-2a 135micrograms/0.5ml solution for injection pre-filled syringes",36817252,"<=10","<=10"
"Peginterferon alfa-2a 180micrograms/0.5ml solution for injection pre-filled disposable devices",21235624,"<=10","<=10"
"Peginterferon alfa-2a 180micrograms/0.5ml solution for injection pre-filled syringes",36817253,"<=10","<=10"
"Peginterferon alfa-2a 90micrograms/0.5ml solution for injection pre-filled syringes",21235470,"<=10","<=10"
"Pegvisomant",21216505,"<=10","<=10"
"Pelgraz 6mg/0.6ml solution for injection pre-filled syringes",36817260,"14","<=10"
"Pembrolizumab",21291075,"<=10","<=10"
"Pembrolizumab 100mg/4ml solution for infusion vials",40691564,"346","<=10"
"Pemetrexed",21309591,"<=10","<=10"
"Pemetrexed 100mg powder for solution for infusion vials",21179776,"72","<=10"
"Pemetrexed 500mg powder for solution for infusion vials",21217842,"218","<=10"
"Penicillamine",21178995,"<=10","25"
"Penicillamine 250mg tablets",21255624,"<=10","<=10"
"Pentamidine 300mg powder for solution for injection vials",21255329,"400","<=10"
"Penthrox inhalation vapour 3ml bottles with device",21279747,"<=10","152"
"Pentosan polysulfate sodium 100mg capsules",21180208,"53","<=10"
"Pentoxifylline",21216424,"<=10","53"
"Peppermint oil 0.2ml gastro-resistant capsules",21274166,"1375","<=10"
"Peppermint oil 0.2ml gastro-resistant modified-release capsules",21199783,"<=10","<=10"
"Peppermint oil liquid",21180732,"<=10","1859"
"Peppermint water BP 1973",21292045,"3103","<=10"
"Peptamen AF liquid",21339702,"55","<=10"
"Peptamen HN liquid",21481933,"<=10","24183"
"Perampanel",21309731,"<=10","195"
"Perampanel 10mg tablets",21235539,"136","<=10"
"Perampanel 12mg tablets",21272790,"282","<=10"
"Perampanel 2mg tablets",21198377,"596","<=10"
