"condition_concept_name","condition_concept_id","UCLH","UHB"
"History of parathyroidectomy",37016375,"22","<=10"
"History of paroxysmal atrial tachycardia",44782694,"<=10","<=10"
"History of paroxysmal supraventricular tachycardia",37016262,"<=10","<=10"
"History of partial gastrectomy",45757183,"11","<=10"
"History of partial nephrectomy",4181008,"<=10","<=10"
"History of partial resection of colon",4180753,"49","<=10"
"History of past delivery",4156063,"<=10","<=10"
"History of percutaneous coronary intervention",4233485,"16","<=10"
"History of percutaneous transluminal coronary angioplasty",4177223,"<=10","<=10"
"History of perforated tympanic membrane",46270512,"<=10","<=10"
"History of pericarditis",37016263,"<=10","<=10"
"History of peripheral stem cell transplant",45757492,"<=10","<=10"
"History of peripheral vascular angioplasty",46269964,"<=10","<=10"
"History of phacoemulsification of cataract with implantation of intraocular lens",45763621,"<=10","<=10"
"History of placement of stent for coronary artery disease",4180760,"177","<=10"
"History of placement of stent in anterior descending branch of left coronary artery",4179076,"<=10","<=10"
"History of placenta previa",37111254,"<=10","<=10"
"History of placental abruption",37312100,"13","<=10"
"History of pleural effusion",45763739,"13","<=10"
"History of polymyalgia rheumatica",43021364,"<=10","<=10"
"History of polyp of colon",4177213,"13","<=10"
"History of postnatal depression",44792113,"<=10","<=10"
"History of postpartum hemorrhage",4059937,"15","<=10"
"History of pre-eclampsia",37016105,"55","<=10"
"History of pregnancy with abortive outcome",37017385,"<=10","<=10"
"History of premature labor",40479205,"11","<=10"
"History of prosthetic unicompartmental arthroplasty of right knee",37119225,"<=10","<=10"
"History of radiation therapy",4323886,"59","<=10"
"History of radical hysterectomy",4181937,"<=10","<=10"
"History of radical prostatectomy",46270607,"11","<=10"
"History of radiofrequency ablation operation on left atrium for arrhythmia",4181171,"<=10","<=10"
"History of reconstruction of anterior cruciate ligament tear",4179397,"12","<=10"
"History of rectosigmoid junction cancer",46273480,"<=10","<=10"
"History of recurrent miscarriage - not delivered",4062565,"29","<=10"
"History of recurrent pneumonia",44783401,"<=10","<=10"
"History of recurrent tonsillitis",4230702,"<=10","<=10"
"History of recurrent urinary tract infection",43021367,"20","<=10"
"History of reduction of breast",4324759,"13","<=10"
"History of reimplantation of ureter",44784312,"13","<=10"
"History of removal of breast implant",46274134,"<=10","<=10"
"History of removal of ventricular shunt",46274084,"<=10","<=10"
"History of renal dialysis",4059475,"<=10","<=10"
"History of renal failure",4190393,"<=10","<=10"
"History of renal transplant",4059356,"67","<=10"
"History of repair of aneurysm of abdominal aorta",4177846,"19","<=10"
"History of repair of annulus fibrosus of tricuspid valve",4323062,"<=10","<=10"
"History of repair of atrial septal defect",4323765,"<=10","<=10"
"History of repair of blepharoptosis",45763628,"<=10","<=10"
"History of repair of hip joint",44784324,"123","<=10"
"History of repair of inguinal hernia",4175999,"39","<=10"
"History of repair of mitral valve",4179386,"55","<=10"
"History of repair of musculotendinous cuff of shoulder",4323076,"<=10","<=10"
"History of repair of retina for retinal detachment",45763603,"<=10","<=10"
"History of repair of tear of retina by laser photocoagulation",4182418,"<=10","<=10"
"History of repair of tetralogy of Fallot",44782776,"<=10","<=10"
"History of repair of umbilical hernia",4178784,"11","<=10"
"History of rhabdomyosarcoma",46273380,"<=10","<=10"
"History of right cataract extraction",4145414,"<=10","<=10"
"History of right mastectomy",4180112,"<=10","<=10"
"History of risk factor",4058852,"<=10","<=10"
"History of road traffic accident",44791269,"30","<=10"
"History of sexual abuse",4197468,"<=10","<=10"
"History of sick sinus syndrome",44782705,"<=10","<=10"
"History of sickle cell anemia",40479193,"<=10","<=10"
"History of single seizure",45766064,"18","<=10"
"History of sleeve gastrectomy",46270496,"38","<=10"
"History of spinal cord injury",46270566,"<=10","<=10"
"History of spinal fusion",46270551,"20","<=10"
"History of splenomegaly",40479206,"<=10","<=10"
"History of squamous cell carcinoma",46270614,"<=10","<=10"
"History of squamous cell carcinoma of skin",4179237,"<=10","<=10"
"History of subarachnoid hemorrhage",4059908,"<=10","<=10"
"History of subdural hematoma",4324036,"<=10","<=10"
"History of substance abuse",4160225,"<=10","<=10"
"History of subtotal thyroidectomy",4176598,"32","<=10"
"History of surgery",4058419,"861","<=10"
"History of surgery for cerebral aneurysm",4324756,"<=10","<=10"
"History of surgical procedure on cervical spine",4181791,"<=10","<=10"
"History of surgical procedure on mouth",4259419,"14","<=10"
"History of syncope",46270598,"<=10","<=10"
"History of thoracic surgery",46270146,"43","<=10"
"History of thrombocytopenia",37207457,"22","<=10"
"History of thromboembolism of vein",4177681,"38","<=10"
"History of thyroidectomy",4323747,"42","<=10"
"History of tissue graft aortic valve replacement",44782443,"15","<=10"
"History of tissue graft mitral valve replacement",44784635,"<=10","<=10"
"History of tonsillectomy",4229988,"123","<=10"
"History of tonsillitis",43021166,"<=10","<=10"
"History of total arthroplasty of left shoulder",37108699,"12","<=10"
"History of total cystectomy",40483610,"12","<=10"
"History of total hip arthroplasty",43531587,"146","<=10"
"History of total hysterectomy",4322883,"46","<=10"
"History of total hysterectomy with bilateral salpingo-oophorectomy",4179967,"51","<=10"
"History of total knee arthroplasty",43530649,"150","<=10"
"History of total thyroidectomy",37016374,"28","<=10"
"History of transient ischemic attack",4058289,"58","<=10"
"History of transplantation of pancreas",44784292,"<=10","<=10"
"History of transurethral prostatectomy",4179821,"42","<=10"
"History of traumatic brain injury",46274011,"<=10","<=10"
"History of trephination of cranium",4178020,"<=10","<=10"
"History of tricuspid valve repair",44782440,"<=10","<=10"
"History of tricuspid valve replacement",44782430,"56","<=10"
"History of tuberculosis drug therapy",43022008,"<=10","<=10"
"History of undescended testes",46273451,"<=10","<=10"
"History of upper gastrointestinal tract hemorrhage",4207485,"11","<=10"
"History of urinary tract infection",43530639,"15","<=10"
"History of urticaria",36717022,"<=10","<=10"
"History of uterine cervix surgery",46270076,"44","<=10"
"History of ventricular septal defect repair",45767134,"<=10","<=10"
"History of vitrectomy",43531152,"<=10","<=10"
"History of yttrium-aluminum-garnet laser iridotomy",45766112,"<=10","<=10"
"Histrionic personality disorder",45538074,"<=10","<=10"
"Hit, struck, twisted, bitten or scratched by another person, other specified places",42502750,"<=10","<=10"
"Hit, struck, twisted, bitten or scratched by another person, trade and service area",42502747,"<=10","<=10"
"Hit, struck, twisted, bitten or scratched by another person, unspecified place",42502751,"<=10","<=10"
"HNPCC - hereditary nonpolyposis colon cancer",4198567,"19","<=10"
"Hoarding",4085338,"<=10","<=10"
"Hoarse",4177176,"28","<=10"
"Hodgkin's disease (clinical)",4038835,"2027","<=10"
"Hodgkin's disease in remission",4144302,"<=10","<=10"
"Hodgkin's disease of lymph nodes of axilla AND/OR upper limb",434877,"21","<=10"
"Hodgkin's disease, nodular sclerosis (clinical)",4038842,"70","<=10"
"Hodgkin lymphoma, nodular lymphocyte predominance (clinical)",4038839,"70","<=10"
"Hodgkin lymphoma, unspecified",45581232,"<=10","27"
"Holiday relief care",45547342,"<=10","<=10"
"Holoprosencephaly",45572946,"<=10","<=10"
"Holoprosencephaly sequence",4149584,"<=10","<=10"
"Homeless",4139934,"130","<=10"
"Homeless single person",4052051,"<=10","<=10"
"Homelessness",45561640,"<=10","143"
"Homonymous hemianopia",372897,"<=10","<=10"
"Homozygous beta thalassemia",4132431,"115","<=10"
"Homozygous Factor V Leiden mutation",4145710,"<=10","<=10"
"Homozygous methylenetetrahydrofolate reductase mutation",45757440,"<=10","<=10"
"Hordeolum and other deep inflammation of eyelid",45562116,"<=10","13"
"Horizontal fracture of apical third of root of tooth",4001153,"<=10","<=10"
"Horizontal fracture of middle third of root of tooth",4003001,"<=10","<=10"
"Hormone increase",4217203,"<=10","<=10"
"Hormone level - finding",4276565,"<=10","<=10"
"Hormone refractory prostate cancer",4141960,"15","<=10"
"Hormone replacement therapy started",4062336,"<=10","<=10"
"Hormone sensitive prostate cancer",36716186,"<=10","<=10"
"Horner's syndrome pupil",4152336,"18","<=10"
"Horner syndrome",45533171,"95","42"
"Horseshoe kidney",4219152,"<=10","<=10"
"Hospital acquired pneumonia",4143092,"330","<=10"
"Hospital admission, emergency, direct",4301368,"<=10","<=10"
"Hostility",45548970,"22","57"
"Hourglass contraction of stomach",194987,"<=10","<=10"
"Housing - awaiting action",4078127,"<=10","<=10"
"Housing problem",4022661,"<=10","<=10"
"Housing unsuited to needs",4059487,"<=10","<=10"
"HPFH deletion type",4311673,"<=10","<=10"
"HPFH nondeletion type",4206913,"<=10","<=10"
"HSMN IV",4101333,"<=10","<=10"
"Human adenovirus present",4259702,"<=10","<=10"
"Human bite - wound",4094808,"<=10","<=10"
"Human bite of finger",4153522,"<=10","<=10"
"Human bite of hand",4155339,"<=10","<=10"
"Human leukocyte antigen B27 detected",46274008,"<=10","<=10"
"Human papillomavirus deoxyribonucleic acid detected",37206940,"<=10","<=10"
"Human T-cell lymphotropic virus 1-associated myelopathy",37019108,"<=10","<=10"
"Human T-lymphotropic virus 1 infection",443540,"<=10","<=10"
"Humoral hypercalcemia of malignancy",4166232,"<=10","<=10"
"Huntington's chorea",374341,"17","<=10"
"Huntington disease",45562075,"<=10","51"
"Hydrocele",76737,"<=10","14"
"Hydrocele of testis",4131791,"25","<=10"
"Hydrocele of tunica vaginalis",4320332,"33","<=10"
"Hydrocele, unspecified",45572714,"122","126"
"Hydrocephalus",4043738,"762","<=10"
"Hydrocephalus in infectious and parasitic diseases classified elsewhere",45586322,"<=10","<=10"
"Hydrocephalus in neoplastic disease",45533175,"130","<=10"
"Hydrocephalus, unspecified",45571835,"440","265"
"Hydrochloroquine retinopathy",4310845,"<=10","<=10"
"Hydromyelia",378533,"<=10","<=10"
"Hydronephrosis",433811,"550","34"
"Hydronephrosis due to calculus of kidney and ureter",42537304,"<=10","<=10"
"Hydronephrosis due to ureteral obstruction",36715479,"13","<=10"
"Hydronephrosis with renal and ureteral calculous obstruction",45592125,"<=10","290"
"Hydronephrosis with ureteral stricture, not elsewhere classified",45596856,"522","140"
"Hydronephrosis with ureteropelvic junction obstruction",45563005,"<=10","34"
"Hydropneumothorax",4280815,"<=10","<=10"
"Hydrops fetalis",4173169,"13","<=10"
"Hydrops of gallbladder",45586738,"<=10","<=10"
"Hydrosalpinx",4067971,"34","<=10"
"Hydrothorax",4195440,"<=10","<=10"
"Hydroureter",194408,"<=10","<=10"
"Hydroureter",45563007,"105","274"
"Hydroureteronephrosis",4220484,"<=10","<=10"
"Hydroxychloroquine adverse reaction",4098402,"<=10","<=10"
"Hymen tear",4034151,"<=10","<=10"
"Hyperacusis",378163,"11","<=10"
"Hyperaesthesia",45587503,"15","<=10"
"Hyperaldosteronism",195213,"<=10","<=10"
"Hyperaldosteronism, unspecified",45533027,"<=10","<=10"
"Hyperalgesia",4207950,"<=10","<=10"
"Hyperammonemia",4246681,"<=10","<=10"
"Hyperbilirubinaemia, with or without jaundice, not elsewhere classified",45587498,"<=10","206"
"Hyperbilirubinemia",4032334,"<=10","<=10"
"Hypercalcemia",435511,"181","35"
"Hypercalciuria",4215809,"<=10","<=10"
"Hypercapnia",4105765,"<=10","<=10"
"Hypercapnic respiratory failure",46271074,"103","<=10"
"Hyperchloremia",4253927,"<=10","<=10"
"Hyperchlorhydria",4265627,"<=10","<=10"
"Hypercholesterolemia",4029305,"2931","231"
"Hyperchylomicronaemia",45537985,"<=10","<=10"
"Hypercoagulability state",4295287,"26","<=10"
"Hypercortisolism",195212,"113","<=10"
"Hyperemesis",40480291,"55","<=10"
"Hyperemesis gravidarum",4030872,"471","215"
"Hyperemesis gravidarum with metabolic disturbance",436485,"<=10","<=10"
"Hyperemesis gravidarum with metabolic disturbance",45543916,"<=10","85"
"Hyperextension injury of thumb",4172488,"<=10","<=10"
"Hyperfunction of pituitary gland, unspecified",45561962,"<=10","<=10"
"Hypergammaglobulinaemia, unspecified",45600624,"<=10","26"
"Hypergammaglobulinemia",4132570,"13","<=10"
"Hyperglycaemia, unspecified",45602038,"520","539"
"Hyperglycemia",4214376,"347","232"
"Hyperglycemia due to type 1 diabetes mellitus",37016348,"<=10","<=10"
"Hyperhidrosis",138565,"28","<=10"
"Hyperhidrosis of axilla",4123306,"<=10","<=10"
"Hyperhidrosis of palms",4116465,"<=10","<=10"
"Hyperhidrosis, unspecified",45582720,"174","294"
"Hyperimmunoglobulin E [IgE] syndrome",45586124,"<=10","<=10"
"Hyperimmunoglobulin E syndrome",4177007,"<=10","<=10"
"Hyperkalaemia",45537990,"<=10","1637"
"Hyperkalemia",434610,"195","115"
"Hyperkalemic renal tubular acidosis",4126432,"<=10","<=10"
"Hyperkeratosis of oral mucosa",4096689,"<=10","<=10"
"Hyperkeratosis of yaws",45566518,"<=10","<=10"
"Hyperkinetic disorder, unspecified",45533124,"<=10","<=10"
"Hyperlipidaemia, unspecified",45537986,"<=10","1861"
"Hyperlipidemia",432867,"173","<=10"
"Hyperlipoproteinemia",4292079,"<=10","<=10"
"Hyperlipoproteinemia, type I",4077382,"17","<=10"
"Hypermetropia",376415,"<=10","<=10"
"Hypermetropia",45543078,"<=10","<=10"
"Hypermobile Ehlers-Danlos syndrome",4148925,"38","<=10"
"Hypermobility syndrome",76790,"91","<=10"
"Hypermobility syndrome",45601437,"<=10","60"
"Hypernatremia",36674250,"96","<=10"
"Hyperosmolality and hypernatraemia",45571696,"<=10","1351"
"Hyperosmolality with hypernatremia",4035140,"<=10","<=10"
"Hyperosmolar hyperglycemic coma due to diabetes mellitus without ketoacidosis",42536603,"<=10","<=10"
"Hyperosmolar non-ketotic state due to diabetes mellitus",4147719,"49","118"
"Hyperostosis of skull",45587155,"<=10","75"
"Hyperparathyroidism",133729,"106","<=10"
"Hyperparathyroidism, unspecified",45581360,"139","194"
"Hyperphosphatemia",4065502,"<=10","<=10"
"Hyperpigmentation of skin",4172432,"<=10","<=10"
"Hyperplasia of appendix",45605935,"<=10","<=10"
"Hyperplasia of prostate",197032,"<=10","<=10"
"Hyperplasia of prostate",45563015,"<=10","2655"
"Hyperplastic adenomatous polyp of stomach",4263768,"<=10","<=10"
"Hyperplastic polyp of large intestine",36715907,"<=10","<=10"
"Hyperplastic polyposis syndrome",35622177,"<=10","<=10"
"Hyperprolactinaemia",45600649,"<=10","32"
"Hyperprolactinemia",4030186,"39","<=10"
"Hyperpyrexia",4260205,"<=10","<=10"
"Hypersecretion of calcitonin",45542726,"<=10","<=10"
"Hypersensitivity angiitis",196431,"<=10","<=10"
"Hypersensitivity angiitis",45543565,"<=10","25"
"Hypersensitivity pneumonitis due to unspecified organic dust",45572173,"22","26"
"Hypersensitivity reaction caused by food",42539536,"<=10","<=10"
"Hypersomnia",438134,"12","<=10"
"Hypersplenism",192298,"<=10","<=10"
"Hypersplenism",45595776,"32","14"
"Hypertelorism",4318653,"<=10","<=10"
"Hypertelorism",45572989,"<=10","<=10"
"Hypertension complicating pregnancy",42538946,"<=10","<=10"
"Hypertension complicating pregnancy, childbirth and the puerperium",321080,"<=10","<=10"
"Hypertension secondary to endocrine disorder",4110948,"<=10","<=10"
"Hypertension secondary to other renal disorders",45557535,"<=10","18"
"Hypertensive crisis",45768449,"<=10","<=10"
